enhancer_id,chromosome,start_position,end_position,enhancer_type,tissue_context,disease_name,target_gene,transcription_factor
E_01_0571,chr10,112147455,112149455,Enhancer,HepaRG Cell,Metabolic dysregulation,GPAM,
E_01_0572,chr5,51380554,51382554,Enhancer,cancer cell,Cancer,,ISL1
E_01_0573,chr19,54613960,54615960,Enhancer,NK cell,Autoimmune diseases,LILRB1,
E_01_0574,chr17,39755055,39757055,Enhancer,lymphoid | CD4 + T cell,Inflammatory,,IKZF3
E_01_0575,chr17,42310954,42312954,Enhancer,Lung cancer cell,Lung cancer,,STAT3
E_01_0576,chr3,12285010,12287010,Enhancer,,Adipogenesis,,PPARG
E_01_0577,chr19,15825511,15827511,Enhancer,GC cell,Gastric cancer,UCA1,
E_01_0578,chr20,44352418,44354418,Enhancer,Eso26 cell,Gastrointestinal adenocarcinomas,,HNF1A
E_01_0579,chr14,37586766,37588766,Enhancer,VCaP cell,Prostate cancer,,FOXA1
E_01_0580,chr1,161763935,161765935,Enhancer,THP-1 cells,Ischemia,,ATF6
E_01_0581,chr14,37586949,37588949,Enhancer,prostate cell,Prostate cancer,,FOXA1
E_01_0581,chr14,37586949,37588949,Enhancer,prostate cell,Prostate cancer,,FOXA2
E_01_0582,chr19,15825536,15827536,Enhancer,Musculature | blood vessel smooth muscle cell,,UCA1,
E_01_0583,chr17,72118143,72120143,Enhancer,pancreatic A cell,,,SOX9
E_01_0584,chrX,49247655,49249655,Enhancer,T cell,Autoimmune Diseases,,FOXP3
E_01_0585,chr1,167050287,167052287,Enhancer,lymphoid | T cell,,GPA33,
E_01_0586,chr7,148804495,148806495,Enhancer,Triple-negative breast cancer cell,High-grade serous ovarian carcinoma,,EZH2
E_01_0587,chr17,48721672,48723672,Enhancer,Rhabdomyoid tumor cell,Malignant rhabdoid tumor,,HOXB13
E_01_0588,chr12,57456839,57458839,Enhancer,General Cell,Multiple malignancies,,GLI1
E_01_0589,chr1,8001410,8003410,Enhancer,CCA cell,Cholangiocarcinoma,ERRFI1,
E_01_0590,chr13,28000167,28002167,Enhancer,HEK293T,Acute lymphoblastic leukemia,,FLT3
E_01_0591,chr2,15937714,15939714,Enhancer,Nervous | neuroblastoma cell,Neuroblastoma,,MYCN
E_01_0592,chr19,18371889,18373889,Enhancer,HepG2 cell,Type 2 diabetes,,GDF15
E_01_0593,chr9,81580658,81582658,Enhancer,PDAC,Pancreatic Ductal Adenocarcinoma,,TLE1
E_01_0594,chr1,8002032,8004032,Enhancer,epithelial cells | MCF10A cell,Triple-Negative Breast Cancer,ERRFI1,
E_01_0595,chr4,176680985,176682985,Enhancer,Epithelial | aortic endothelial cell,,FGD6,VEGFC
E_01_0595,chr4,176680985,176682985,Enhancer,Epithelial | aortic endothelial cell,,KIF26B,VEGFC
E_01_0596,chr7,148804304,148806304,Enhancer,connective | HEK293T,Prostate cancer,,EZH2
E_01_0597,chr22,42123282,42125282,Enhancer,connective | Liver Tissue Cell,,CYP2D6,
E_01_0598,chr10,8042505,8044505,Enhancer,MDA-MB-231 cell,Breast cancer,,GATA3
E_01_0599,chr5,177083579,177085579,Enhancer,Musculature | RH30 cell,Alveolar rhabdomyosarcomas,FGFR4,
E_01_0600,chr1,173856174,173858174,Enhancer,Epithelial | ARPE 19 cell,Inflammation,,GAS5
E_01_0601,chr1,181086111,181088111,Enhancer,Epithelial | Siha cell,Cervical cancer,,IER5
E_01_0602,chr1,207877984,207879984,Enhancer,hematopoietic stem and progenitor cell,,CD34,
E_01_0603,chr1,247413679,247415679,Enhancer,connective | endometrial stromal cell,Endometrial inflammasome activation accompanies,NLRP3,
E_01_0604,chr9,136879139,136881139,Enhancer,,Apoptosis,,TRAF2
E_01_0605,chr8,127733096,127735096,Enhancer,HeLa cell,Cancer,,MYC
E_01_0606,chr7,148804812,148806812,Enhancer,connective | stromal cell,Human intrahepatic cholangiocarcinoma,,EZH2
E_01_0607,chr3,97762164,97764164,Enhancer,,,ARL6,
E_01_0608,chr13,23178617,23180617,Enhancer,C2C12 cell,Fat,SGCG,
E_01_0609,chr7,87500642,87502642,Enhancer,Vero E6 cell,,,ABCB1
E_01_0610,chr7,148804294,148806294,Enhancer,connective | hepatocyte,Urothelial cancer,,EZH2
E_01_0611,chr3,181708842,181710842,Enhancer,Epithelial,,,SOX2
E_01_0612,chr4,73992599,73994599,Enhancer,Epithelial | isolation procedure of endometrial cell,Menstruation,CXCL5,
E_01_0613,chr4,99273246,99275246,Enhancer,Nervous | neuronal cell,,ADH1A,
E_01_0613,chr4,99273246,99275246,Enhancer,Nervous | neuronal cell,,ADH1B,
E_01_0613,chr4,99273246,99275246,Enhancer,Nervous | neuronal cell,,ADH1C,
E_01_0613,chr4,99273246,99275246,Enhancer,Nervous | neuronal cell,,ADH4,
E_01_0614,chr22,39516997,39518997,Enhancer,Musculature | H2c9 cell,Diabetic cardiomyopathy,,ATF4
E_01_0615,chr6,32575193,32577193,Enhancer,connective | HepG2 cell,Cancer,HLA-DRB1,
E_01_0616,chr7,16788652,16790652,Enhancer,connective | Lung cancer cell,Lung Adenocarcinomas,AGR2,
E_01_0617,chr3,149366738,149368738,Enhancer,,,TM4SF1,
E_01_0617,chr3,149366738,149368738,Enhancer,,,EFEMP1,
E_01_0618,chr1,161036785,161038785,Enhancer,,Premature atherosclerosis,PCSK9,USF1
E_01_0619,chr14,23627675,23629675,Enhancer,T cell,Human Acute,DHRS2,LEF1
E_01_0620,chr7,16788696,16790696,Enhancer,Caki-1 cell,Renal cell carcinoma,AGR2,
E_01_0621,chr16,86507926,86509926,Enhancer,Epithelial | epithelial cell,Alveolar capillary dysplasia,,FOXF1
E_01_0622,chr7,148804477,148806477,Enhancer,Epithelial | MGC-803 cell,Gastric cancer,,EZH2
E_01_0623,chr7,18084226,18086226,Enhancer,,Ischaemic cardiomyopathy,HDAC9,
E_01_0623,chr7,18084226,18086226,Enhancer,,Ischaemic cardiomyopathy,PDSS2,
E_01_0624,chr7,148804015,148806015,Enhancer,Epithelial | HSC 2 cell,Oral squamous cell carcinoma,,EZH2
E_01_0625,chr1,156460934,156462934,Enhancer,"T, B, NK cell",Systemic lupus erythematosus,MEF2D,
E_01_0626,chr11,65495184,65497184,Enhancer,Primary endothelial cell,Human atherosclerotic lesions,,MALAT1
E_01_0627,chr8,101489305,101491305,Enhancer,MCF-7 cell,Other,,GRHL2
E_01_0628,chr15,78562655,78564655,Enhancer,peripheral,Nicotine dependence and other smoking related disorders,CHRNA5,
E_01_0629,chr2,60447405,60449405,Enhancer,Embryonic kidney cells,Other,BCL11A,
E_01_0630,chr1,26174578,26176578,Enhancer,Lymphoblast,Syndromic autosomal recessive intellectual disability,CNKSR1,
E_01_0631,chr17,42310893,42312893,Enhancer,microglial cell,Heat shock,,STAT3
E_01_0632,chr4,190171332,190173332,Enhancer,myoblast cell,Facioscapulohumeral muscular dystrophy,,DUX4L1
E_01_0632,chr4,190171332,190173332,Enhancer,myoblast cell,Facioscapulohumeral muscular dystrophy,,MYF5
E_01_0633,chr4,108044811,108046811,Enhancer,,colorectal cancer,,LEF1
E_01_0634,chr19,33297457,33299457,Enhancer,tumor cell,prostatic cancer,,CEBPA
E_01_0634,chr19,33297457,33299457,Enhancer,tumor cell,prostatic cancer,,ERG
E_01_0634,chr19,33297457,33299457,Enhancer,tumor cell,prostatic cancer,,TMPRSS2
E_01_0634,chr19,33297457,33299457,Enhancer,tumor cell,prostatic cancer,,PTEN
E_01_0635,chr11,75397365,75399365,Enhancer,B cell,Other,RPS3,
E_01_0636,chr19,16321911,16323911,Enhancer,aortic endothelial cell,Coronary artery disease and ischemic stroke,,KLF2
E_01_0637,chr3,189628920,189630920,Enhancer,,Squamous subtype,,TP63
E_01_0638,chr10,102741141,102743141,Enhancer,leukocyte,"Hypertension, coronary artery disease, or ischemic stroke",WBP1L,
E_01_0640,chr4,105143331,105145331,Enhancer,MCF7 cell,cancer,TET2,
E_01_0641,chr4,108044928,108046928,Enhancer,HCC cell lines,Hepatocellular carcinoma,,LEF1
E_01_0642,chr6,31572783,31574783,Enhancer,macrophage,inflammation,,TNF
E_01_0643,chr11,1992169,1994169,Enhancer,mesenchymal stem cell,Obesity related disorders,H19,
E_01_0644,chr14,21495515,21497515,Enhancer,Bone marrow stem cell,Obesity,METTL3,
E_01_0645,chr2,226728494,226730494,Enhancer,HeLa cell,Type 2 diabetes mellitus,IRS1,
E_01_0646,chr1,247413739,247415739,Enhancer,,Inflammatory and autoimmune diseases,NLRP3,
E_01_0647,chr12,2854445,2856445,Enhancer,U2OS and MG-63,Osteosarcoma,,FOXM1
E_01_0648,chr19,10651482,10653482,Enhancer,,"Cardiac ischemia, neurodegeneration, respiratory distress, tissue hypoxia",,ILF3
E_01_0649,chr1,29144924,29146924,Enhancer,HCT116 cell,Other,SRSF4,
E_01_0650,chr5,88713851,88715851,Enhancer,,Rett (− like) syndrome or nonsyndromic intellectual disability in China,,MEF2C
E_01_0651,chr7,19018038,19020038,Enhancer,HEK293T,Saethri - chotzen syndrome,,TWIST1
E_01_0652,chr7,148804504,148806504,Enhancer,mesenchymal stem cell,Calcification of the ligamentum flavum (CLF),,EZH2
E_01_0653,chr3,133743131,133745131,Enhancer,embryonic cell,Other,TF,CDX2
E_01_0655,chr8,127732519,127734519,Enhancer,cancer cell,Primary human cancers,,MYC
E_01_0656,chr14,81469015,81471015,Enhancer,SH-SY5Y human neuroblastoma cells,Parkinson's disease,SEL1L,
E_01_0657,chr14,100235907,100237907,Enhancer,,Human papillomas,,YY1
E_01_0657,chr14,100235907,100237907,Enhancer,,Human papillomas,,CTCF
E_01_0658,chrX,72326686,72328686,Enhancer,lung | normal human lung fibroblasts,Idiopathic pulmonary fibrosis (IPF),HDAC8,
E_01_0659,chr1,6783119,6785119,Enhancer,Motor neuron like cells,Amyotrophic lateral sclerosis and frontotemporal dementia,CAMTA1,
E_01_0659,chr1,6783119,6785119,Enhancer,Motor neuron like cells,Amyotrophic lateral sclerosis and frontotemporal dementia,DENND4A,
E_01_0660,chr11,27652426,27654426,Enhancer,microglial cell,Major depressive disorder (MDD) and chronic pain,,BDNF
E_01_0661,chr8,58487490,58489490,Enhancer,Hepatocellular carcinoma cells,Coronary artery disease and diabetes,CYP7A1,
E_01_0662,chr8,24381876,24383876,Enhancer,Primary monocytes,Systemic lupus erythematosus,ADAMDEC1,
E_01_0663,chr5,34653615,34655615,Enhancer,gastric cancer cell,gastric cancer,RAI14,
E_01_0663,chr5,34653615,34655615,Enhancer,gastric cancer cell,gastric cancer,RAB31,
E_01_0664,chr3,13546059,13548059,Enhancer,breast cancer cell,Breast neoplasms,FBLN2,
E_01_0664,chr3,13546059,13548059,Enhancer,breast cancer cell,Breast neoplasms,FAT4,
E_01_0665,chr22,39516937,39518937,Enhancer,Gallbladder cancer cell,Gallbladder cancer,,ATF4
E_01_0666,chr7,148804250,148806250,Enhancer,cervical cancer cells,cervical carcinoma,,EZH2
E_01_0667,chr7,148804374,148806374,Enhancer,promote tumor cell,Lung adenocarcinoma,,EZH2
E_01_0668,chr8,22685034,22687034,Enhancer,Human primary epidermal keratinocytes,Other,EGR3,
E_01_0669,chr7,148804560,148806560,Enhancer,Proximal tubular epithelial cells,Acute kidney injury,,EZH2
E_01_0670,chrX,152895420,152897420,Enhancer,,Epidermal differentiation and squamous cell carcinoma,ZNF185,
E_01_0671,chr15,73991784,73993784,Enhancer,,Acute promyelocytic leukemia,,PML
E_01_0672,chr8,47734236,47736236,Enhancer,"Huh7 , HepG2 cells",Hepatocellular carcinoma,,CEBPD
E_01_0673,chr6,106042833,106044833,Enhancer,CD34 + cells,β- Thalassemia major,ATG5,
E_01_0674,chr9,134314290,134316290,Enhancer,Umbilical cord (fetal),Maternal vitamin D osteoporosis,,RXRA
E_01_0675,chr10,43074329,43076329,Enhancer,Neoplastic | HeLa cell,Medullary thyroid carcinoma (MTC),RET,
E_01_0676,chr8,56158399,56160399,Enhancer,brain-resident immune cell,Alzheimer disease,PLAG1,
E_01_0677,chr1,202807906,202809906,Enhancer,normal lung | NSCLC cell,Non small cell carcinoma,PCAT6,EZH2
E_01_0677,chr1,202807906,202809906,Enhancer,normal lung | NSCLC cell,Non small cell carcinoma,LATS2,EZH2
E_01_0678,chr10,129464370,129466370,Enhancer,U251 cell,Gliomas,MGMT,
E_01_0679,chr8,144288777,144290777,Enhancer,"HEK293cell, HCT116cell,PC3cell,HT1080 cell",Cellular upregulation of the proteotoxic stress response,,HSF1
E_01_0680,chr3,128476289,128478289,Enhancer,,Human leukemia mutations,,GATA2
E_01_0681,chr9,81581030,81583030,Enhancer,,Malignant melanoma,,TLE1
E_01_0682,chr6,100382241,100384241,Enhancer,HEK 293T,erectile dysfunction,,SIM1
E_01_0683,chr7,117284315,117286315,Enhancer,Caco228 cell，16HBE14o-29 cell,Cystic fibrosis,,CFTR
E_01_0684,chr20,47206342,47208342,Enhancer,CH12 cell,Other,ZMYND8,
E_01_0685,chr17,39725638,39727638,Enhancer,breast cancer cell,mammary cancer,MIEN1,
E_01_0686,chr16,50739227,50741227,Enhancer,Synovial | synovial cell,Rheumatoid arthritis,CYLD,
E_01_0687,chr1,161763468,161765468,Enhancer,neuronal cell,cerebral hemorrhage,,ATF6
E_01_0689,chr7,148804548,148806548,Enhancer,hepatocellular carcinoma cell,Human hepatocellular carcinoma,,EZH2
E_01_0689,chr7,148804548,148806548,Enhancer,hepatocellular carcinoma cell,Human hepatocellular carcinoma,,STAT3
E_01_0690,chr7,27159901,27161901,Enhancer,progenitor cell,leukemia,,HOXA9
E_01_0691,chr20,32355424,32357424,Enhancer,osteoclast,Myeloid malignancies,ASXL1,
E_01_0692,chr14,100891966,100893966,Enhancer,A549 cell， LC-2/ad cell，Panc1 cell,Lung and pancreatic cancer,MEG8,
E_01_0693,chr12,55740136,55742136,Enhancer,Mouse leukemic monocyte macrophages,Psoriasiform skin inflammation,,GDF11
E_01_0694,chr8,127077104,127079104,Enhancer,"A549 cell, SK-MES-1 cell, Calu-3 cell，H1299 cell，NHBE cell",Non small cell lung cancer,PRNCR1,HEY2
E_01_0695,chr16,55386943,55388943,Enhancer,,lung cancer,,MMP2
E_01_0696,chr4,74442566,74444566,Enhancer,SW480 cell，RKO cell，HCT116 cell，Caco2 cell,colorectal cancer,AREG,
E_01_0696,chr4,74442566,74444566,Enhancer,SW480 cell，RKO cell，HCT116 cell，Caco2 cell,colorectal cancer,EREG,
E_01_0697,chr16,69704597,69706597,Enhancer,fibroblast,"Diabetes, inflammation, cancer",NQO1,
E_01_0698,chr3,128476533,128478533,Enhancer,endometrial stromal cell,Other,,GATA2
E_01_0699,chr17,42697888,42699888,Enhancer,THP-1 cell,Other,EZH1,
E_01_0700,chr9,134132591,134134591,Enhancer,breast cancer cell,mammary cancer,WDR5,
E_01_0701,chr4,15601897,15603897,Enhancer,primary HCC tissues,Hepatocellular carcinoma,FBXL5,
E_01_0702,chr18,55219776,55221776,Enhancer,"U251cell,A172cell,U-87MGcell",Human gliomas,,TCF4
E_01_0703,chr7,148804639,148806639,Enhancer,SCLC cell,small cell lung cancer,,EZH2
E_01_0704,chr8,127397745,127399745,Enhancer,Epithelial ovarian cancer cell,oophoroma,CCAT2,
E_01_0705,chr7,148803958,148805958,Enhancer,"A2780cell,SKOV3cell",oophoroma,,EZH2
E_01_0706,chr7,148804550,148806550,Enhancer,HCEC cell,colorectal cancer,,EZH2
E_01_0707,chr11,102107729,102109729,Enhancer,Bone marrow-derived macrophages,Other,,YAP1
E_01_0708,chr17,42310341,42312341,Enhancer,prostate cancer cell,prostatic cancer,,STAT3
E_01_0709,chr8,38139436,38141436,Enhancer,Human Colorectal Organoids Stem Cell,colorectal cancer,,STAR
E_01_0710,chr19,49673051,49675051,Enhancer,HaCaT cell,Periodontal inflammation,PRMT1,
E_01_0711,chr7,148804302,148806302,Enhancer,blood vessel smooth muscle cell,dissection of aorta,,EZH2
E_01_0712,chr7,117284540,117286540,Enhancer,Liver | HL-7702 cell,Liver injury,,CFTR
E_01_0713,chr1,212562611,212564611,Enhancer,HCC cell,inflammation,ATF3,
E_01_0714,chr7,55016381,55018381,Enhancer,HCC827 cell ，A549 cell,Non small cell lung cancer,,EGFR
E_01_0715,chr13,26129178,26131178,Enhancer,,colorectal cancer,RNF6,TLE3
E_01_0716,chr13,40552808,40554808,Enhancer,3T3-L1 cell,Obesity,,FOXO1
E_01_0717,chr9,92410003,92412003,Enhancer,,Craniosynostosis,OMD,
E_01_0718,chr13,27957641,27959641,Enhancer,squamous cell,Hairy tumors,,CDX2
E_01_0719,chr7,148804161,148806161,Enhancer,tumor cell,cancer,,EZH2
E_01_0720,chr7,148804774,148806774,Enhancer,T cell,cancer,,EZH2
E_01_0721,chr3,133743403,133745403,Enhancer,,,TF,
E_01_0721,chr3,133743403,133745403,Enhancer,,,LHX6,
E_01_0721,chr3,133743403,133745403,Enhancer,,,LHX8,
E_01_0722,chr1,1612343,1614343,Enhancer,Glioma cell,Tumor glioma,MIB2,
E_01_0723,chr16,10863348,10865348,Enhancer,T cell,"Immunosuppressed patients, sepsis",CIITA,CTCF
E_01_0724,chr6,117450516,117452516,Enhancer,epithelial cell of alveolus of lung,"Lung adenocarcinoma, autoimmune disease, Alzheimer's disease, diabetes, breast, prostate and colon cancer",DCBLD1,
E_01_0725,chr17,82075582,82077582,Enhancer,breast cancer cell,mammary cancer,FASN,
E_01_0726,chr3,119521370,119523370,Enhancer,,chronic inflammation,,CD80
E_01_0726,chr3,119521370,119523370,Enhancer,,chronic inflammation,,CD86
E_01_0727,chr1,156460686,156462686,Enhancer,Gastric cancer | gastric cancer cell,gastric cancer,MEF2D,
E_01_0728,chr18,59217178,59219178,Enhancer,Saos-2 cell,,GRP,
E_01_0728,chr18,59217178,59219178,Enhancer,Saos-2 cell,,BAX,
E_01_0729,chrX,48518970,48520970,Enhancer,fibroblast,"Graves ophthalmopathy (go), graphene oxide",EBP,
E_01_0730,chr16,30955149,30957149,Enhancer,Mammary | MCF-7 cell,mammary cancer,SETD1A,
E_01_0731,chr3,189628438,189630438,Enhancer,squamous cell,Squamous cell carcinomas (SCCs),,TP63
E_01_0731,chr3,189628438,189630438,Enhancer,squamous cell,Squamous cell carcinomas (SCCs),,SOX2
E_01_0731,chr3,189628438,189630438,Enhancer,squamous cell,Squamous cell carcinomas (SCCs),,EGFR
E_01_0732,chr17,49596074,49598074,Enhancer,NSCLC cell,Non small cell lung cancer,SPOP,
E_01_0732,chr17,49596074,49598074,Enhancer,NSCLC cell,Non small cell lung cancer,FADD,
E_01_0734,chr2,60447469,60449469,Enhancer,progenitor cell,B-globin thalassemia,BCL11A,
E_01_0735,chr22,39517104,39519104,Enhancer,,Prostate cancer (CRPC),TRIB3,ATF4
E_01_0736,chr20,38343789,38345789,Enhancer,,"Degenerative disc disease, inflammation, neurodegenerative disease, type 2 diabetes, rheumatoid arthritis",LBP,
E_01_0736,chr20,38343789,38345789,Enhancer,,"Degenerative disc disease, inflammation, neurodegenerative disease, type 2 diabetes, rheumatoid arthritis",IVD,
E_01_0737,chr19,5555467,5557467,Enhancer,adipose | mesenchymal stem cell,Obesity,TINCR,
E_01_0738,chr9,81580913,81582913,Enhancer,,"Malignant neoplasm, spindle cell carcinoma of the lung",,TLE1
E_01_0739,chr5,102751294,102753294,Enhancer,pigment cell,"Obesity, chronic inflammation",MC1R,MYCBP2
E_01_0739,chr5,102751294,102753294,Enhancer,pigment cell,"Obesity, chronic inflammation",MC1R,MC2R
E_01_0740,chr13,109749894,109751894,Enhancer,mesenchymal stem cell,"Type 2 diabetes, adipocyte cancer",IRS2,
E_01_0741,chr3,123607146,123609146,Enhancer,Colon cell,"Colon cancer, lung cancer",MYLK,
E_01_0742,chr3,133743588,133745588,Enhancer,stem cell,mammary cancer,TF,
E_01_0743,chr6,137489826,137491826,Enhancer,GM12878 cell,Osteoarthritis (OA),OLIG3,
E_01_0743,chr6,137489826,137491826,Enhancer,GM12878 cell,Osteoarthritis (OA),FIP1L1,
E_01_0744,chr12,53959572,53961572,Enhancer,epithelial cell,"Gastrointestinal cancer, hepatocellular carcinoma",,HOTAIR
E_01_0744,chr12,53959572,53961572,Enhancer,epithelial cell,"Gastrointestinal cancer, hepatocellular carcinoma",,EZH2
E_01_0745,chr16,67559736,67561736,Enhancer,CD4+T cell,,,CTCF
E_01_0746,chr7,148804095,148806095,Enhancer,LO2 cell,Hepatocellular carcinoma (HCC),,EZH2
E_01_0747,chr1,161763665,161765665,Enhancer,,"Cancer, diabetes",,ATF6
E_01_0747,chr1,161763665,161765665,Enhancer,,"Cancer, diabetes",,XBP1
E_01_0748,chr6,151653890,151655890,Enhancer,HEK293T,mammary cancer,CUEDC1,ESR1
E_01_0749,chr18,47806131,47808131,Enhancer,Myocardial | cardiac muscle cell (sensu Arthopoda),heart disease,HDAC5,SMAD2
E_01_0750,chr1,173855894,173857894,Enhancer,,,TUG1,GAS5
E_01_0750,chr1,173855894,173857894,Enhancer,,,TUG1,MALAT1
E_01_0751,chr19,10130546,10132546,Enhancer,Liver cancer liver | hepatocyte,"Hepatocellular carcinoma (HCC), cirrhosis, hepatitis B",TET3,DNMT1
E_01_0751,chr19,10130546,10132546,Enhancer,Liver cancer liver | hepatocyte,"Hepatocellular carcinoma (HCC), cirrhosis, hepatitis B",TET3,DNMT3A
E_01_0751,chr19,10130546,10132546,Enhancer,Liver cancer liver | hepatocyte,"Hepatocellular carcinoma (HCC), cirrhosis, hepatitis B",TET3,TET1
E_01_0751,chr19,10130546,10132546,Enhancer,Liver cancer liver | hepatocyte,"Hepatocellular carcinoma (HCC), cirrhosis, hepatitis B",TET2,DNMT1
E_01_0751,chr19,10130546,10132546,Enhancer,Liver cancer liver | hepatocyte,"Hepatocellular carcinoma (HCC), cirrhosis, hepatitis B",TET2,DNMT3A
E_01_0751,chr19,10130546,10132546,Enhancer,Liver cancer liver | hepatocyte,"Hepatocellular carcinoma (HCC), cirrhosis, hepatitis B",TET2,TET1
E_01_0752,chr13,30453788,30455788,Enhancer,macrophage,inflammation,HMGB1,TLR2
E_01_0753,chr20,47206665,47208665,Enhancer,293T cell,,ZMYND8,KDM5C
E_01_0753,chr20,47206665,47208665,Enhancer,293T cell,,ZMYND8,CDK9
E_01_0754,chr14,49641316,49643316,Enhancer,A549 cell,Lung adenocarcinoma,POLE2,
E_01_0755,chr1,212033036,212035036,Enhancer,endothelial cell,Hepatocellular carcinoma,DTL,NFKBIA
E_01_0755,chr1,212033036,212035036,Enhancer,endothelial cell,Hepatocellular carcinoma,DUSP1,NFKBIA
E_01_0755,chr1,212033036,212035036,Enhancer,endothelial cell,Hepatocellular carcinoma,SOCS2,NFKBIA
E_01_0756,chr16,67559500,67561500,Enhancer,macrophage,Acute myeloid leukemia,,CTCF
E_01_0757,chr11,73215337,73217337,Enhancer,T24 cell,"Breast, bladder, stomach, pancreas, prostate, lung",P2RY2,
E_01_0758,chr12,102954801,102956801,Enhancer,tumor cell,"Lung adenocarcinoma, lung squamous cell carcinoma",,ASCL1
E_01_0759,chr7,148804464,148806464,Enhancer,osteosarcoma cell,Osteosarcoma,,EZH2
E_01_0759,chr7,148804464,148806464,Enhancer,osteosarcoma cell,Osteosarcoma,,MALAT1
E_01_0760,chr11,67116871,67118871,Enhancer,MCF7 cell,mammary cancer,KDM2A,
E_01_0762,chr9,21999744,22001744,Enhancer,T-Rex HEK293 cell,"Type 2 diabetes (T2D), atherosclerosis, coronary heart disease",CDKN2B,
E_01_0763,chr17,48721960,48723960,Enhancer,Glioma cell,"Glioma, breast cancer",,HOXB13
E_01_0763,chr17,48721960,48723960,Enhancer,Glioma cell,"Glioma, breast cancer",,EZH2
E_01_0764,chr3,108955128,108957128,Enhancer,,,MORC1,
E_01_0765,chr1,150923029,150925029,Enhancer,,Intellectual disability,SETDB1,
E_01_0766,chr2,230200488,230202488,Enhancer,B cell,Multiple sclerosis (MS),SP140,
E_01_0767,chr9,128680671,128682671,Enhancer,Sf9 cell,"All, acute lymphoblastic leukaemia",SET,
E_01_0768,chr7,44101429,44103429,Enhancer,epithelial cell,"Gastric cancer, nonalcoholic fatty liver disease",AEBP1,
E_01_0769,chr3,133743162,133745162,Enhancer,A549 cell,,TF,
E_01_0770,chr7,148804297,148806297,Enhancer,,"Human colorectal cancer (CRC), acute myeloid leukemia",,EZH2
